college_name,branch,category,cutoff
"E063 S J M Institute of Technology, Chitradurga P B NO 73, NH -4 BYE PASS, CHITRADURGA",ENGINEERING COMPUTER,GM,69989.0
"E063 S J M Institute of Technology, Chitradurga P B NO 73, NH -4 BYE PASS, CHITRADURGA",SCIENCE AND ENGINEERING ELECTRICAL &,GM,113720.0
"E063 S J M Institute of Technology, Chitradurga P B NO 73, NH -4 BYE PASS, CHITRADURGA",ELECTRONICS ENGINEERING ELECTRONICS AND,GM,98009.0
"E063 S J M Institute of Technology, Chitradurga P B NO 73, NH -4 BYE PASS, CHITRADURGA",COMMUNICATION ENGG MECHANICAL,GM,155222.0
"E064 Adhichunchanagiri Institute of Technology, Chickamagalur ADICHUNCHANAGIRI EXTENTION,JYOTHINAGAR,CHIKMAGALUR - 577102",ARTIFICIAL,GM,42330.0
"E064 Adhichunchanagiri Institute of Technology, Chickamagalur ADICHUNCHANAGIRI EXTENTION,JYOTHINAGAR,CHIKMAGALUR - 577102",INTELLIGENCE AND MACHINE LEARNING CIVIL,GM,154955.0
"E064 Adhichunchanagiri Institute of Technology, Chickamagalur ADICHUNCHANAGIRI EXTENTION,JYOTHINAGAR,CHIKMAGALUR - 577102",ENGINEERING COMPUTER,GM,48494.0
"E064 Adhichunchanagiri Institute of Technology, Chickamagalur ADICHUNCHANAGIRI EXTENTION,JYOTHINAGAR,CHIKMAGALUR - 577102",SCIENCE AND ENGINEERING COMPUTER,GM,56927.0
"E064 Adhichunchanagiri Institute of Technology, Chickamagalur ADICHUNCHANAGIRI EXTENTION,JYOTHINAGAR,CHIKMAGALUR - 577102",SCIENCE AND ENGINEERING(DAT A SCIENCE) ELECTRICAL &,GM,94101.0
"E064 Adhichunchanagiri Institute of Technology, Chickamagalur ADICHUNCHANAGIRI EXTENTION,JYOTHINAGAR,CHIKMAGALUR - 577102",ELECTRONICS ENGINEERING ELECTRONICS AND,GM,73291.0
"E064 Adhichunchanagiri Institute of Technology, Chickamagalur ADICHUNCHANAGIRI EXTENTION,JYOTHINAGAR,CHIKMAGALUR - 577102",COMMUNICATION ENGG INFORMATION,GM,55363.0
"E064 Adhichunchanagiri Institute of Technology, Chickamagalur ADICHUNCHANAGIRI EXTENTION,JYOTHINAGAR,CHIKMAGALUR - 577102",SCIENCE AND ENGINEERING MECHANICAL,GM,146603.0
"E064 Adhichunchanagiri Institute of Technology, Chickamagalur ADICHUNCHANAGIRI EXTENTION,JYOTHINAGAR,CHIKMAGALUR - 577102",ENGINEERING ROBOTICS AND,GM,70124.0
"E065 Jawaharlal Nehru New College of Engineering, Shimoga P.B. NO. 128,NAVULE, SHIMOGA",ARTIFICIAL,GM,20240.0
"E065 Jawaharlal Nehru New College of Engineering, Shimoga P.B. NO. 128,NAVULE, SHIMOGA",INTELLIGENCE AND MACHINE LEARNING CIVIL,GM,130969.0
"E065 Jawaharlal Nehru New College of Engineering, Shimoga P.B. NO. 128,NAVULE, SHIMOGA",ENGINEERING COMPUTER,GM,25366.0
"E065 Jawaharlal Nehru New College of Engineering, Shimoga P.B. NO. 128,NAVULE, SHIMOGA",SCIENCE AND ENGINEERING COMPUTER,GM,35646.0
"E065 Jawaharlal Nehru New College of Engineering, Shimoga P.B. NO. 128,NAVULE, SHIMOGA",SCIENCE AND ENGINEERING(DAT A SCIENCE) ELECTRICAL &,GM,74411.0
"E065 Jawaharlal Nehru New College of Engineering, Shimoga P.B. NO. 128,NAVULE, SHIMOGA",ELECTRONICS ENGINEERING ELECTRONICS AND,GM,41774.0
"E065 Jawaharlal Nehru New College of Engineering, Shimoga P.B. NO. 128,NAVULE, SHIMOGA",COMMUNICATION ENGG ELECTRONICS AND,GM,68725.0
"E065 Jawaharlal Nehru New College of Engineering, Shimoga P.B. NO. 128,NAVULE, SHIMOGA",TELECOMMUNICAT ION ENGINEERING INFORMATION,GM,39131.0
"E065 Jawaharlal Nehru New College of Engineering, Shimoga P.B. NO. 128,NAVULE, SHIMOGA",SCIENCE AND ENGINEERING MECHANICAL,GM,126976.0
"E065 Jawaharlal Nehru New College of Engineering, Shimoga P.B. NO. 128,NAVULE, SHIMOGA",ENGINEERING ROBOTICS AND,GM,58069.0
"E066 University B.D.T. college of Engineering, (H.GOV),Davangere",CIVIL,GM,123297.0
"E066 University B.D.T. college of Engineering, (H.GOV),Davangere",ENGINEERING COMPUTER,GM,39727.0
"E066 University B.D.T. college of Engineering, (H.GOV),Davangere",SCIENCE AND ENGINEERING ELECTRICAL &,GM,75472.0
"E066 University B.D.T. college of Engineering, (H.GOV),Davangere",ELECTRONICS ENGINEERING ELECTRONICS AND,GM,52734.0
"E066 University B.D.T. college of Engineering, (H.GOV),Davangere",COMMUNICATION ENGG ELECTRONICS AND,GM,115273.0
"E066 University B.D.T. college of Engineering, (H.GOV),Davangere",INSTRUMENTATION ENGINEERING MECHANICAL,GM,139468.0
"E066 University B.D.T. college of Engineering, (H.GOV),Davangere",ENGINEERING ROBOTICS AND,GM,66888.0
"E070 Bahubali College of Engineering, Shravanabelagola, Hassan GOMMATANAGARA,SHRAVANABELAGOLA - 573135 HASSAN",ARTIFICIAL,GM,82867.0
"E070 Bahubali College of Engineering, Shravanabelagola, Hassan GOMMATANAGARA,SHRAVANABELAGOLA - 573135 HASSAN",INTELLIGENCE AND MACHINE LEARNING CIVIL,GM,176118.0
"E070 Bahubali College of Engineering, Shravanabelagola, Hassan GOMMATANAGARA,SHRAVANABELAGOLA - 573135 HASSAN",ENGINEERING COMPUTER,GM,78042.0
"E070 Bahubali College of Engineering, Shravanabelagola, Hassan GOMMATANAGARA,SHRAVANABELAGOLA - 573135 HASSAN",SCIENCE AND ENGINEERING ELECTRONICS AND,GM,102367.0
"E070 Bahubali College of Engineering, Shravanabelagola, Hassan GOMMATANAGARA,SHRAVANABELAGOLA - 573135 HASSAN",COMMUNICATION ENGG INFORMATION,GM,103760.0
"E070 Bahubali College of Engineering, Shravanabelagola, Hassan GOMMATANAGARA,SHRAVANABELAGOLA - 573135 HASSAN",SCIENCE AND ENGINEERING MECHANICAL,GM,188562.0
"E071 Vidya Vardhaka College of Engineering, Mysore(AUTONOMOUS) P.B.NO.206,GOKULAM 3RD STAGE,MYSORE",CIVIL,GM,80484.0
"E071 Vidya Vardhaka College of Engineering, Mysore(AUTONOMOUS) P.B.NO.206,GOKULAM 3RD STAGE,MYSORE",ENGINEERING COMPUTER,GM,18017.0
"E071 Vidya Vardhaka College of Engineering, Mysore(AUTONOMOUS) P.B.NO.206,GOKULAM 3RD STAGE,MYSORE",SCIENCE AND ENGG(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING) COMPUTER,GM,16624.0
"E071 Vidya Vardhaka College of Engineering, Mysore(AUTONOMOUS) P.B.NO.206,GOKULAM 3RD STAGE,MYSORE",SCIENCE AND ENGINEERING ELECTRICAL &,GM,27420.0
"E071 Vidya Vardhaka College of Engineering, Mysore(AUTONOMOUS) P.B.NO.206,GOKULAM 3RD STAGE,MYSORE",ELECTRONICS ENGINEERING ELECTRONICS AND,GM,22952.0
"E071 Vidya Vardhaka College of Engineering, Mysore(AUTONOMOUS) P.B.NO.206,GOKULAM 3RD STAGE,MYSORE",COMMUNICATION ENGG MECHANICAL,GM,59999.0
"E075 Ballari Institute of Technology & Management, Bellary(AUTONOMOUS) ""JNANA GANGOTRI"" CAMPUS, #873/2 OF KOLAGAL VILLAGE,BELLARY-HOSPET ROAD, ALLIPUR",ARTIFICIAL,GM,45062.0
"E075 Ballari Institute of Technology & Management, Bellary(AUTONOMOUS) ""JNANA GANGOTRI"" CAMPUS, #873/2 OF KOLAGAL VILLAGE,BELLARY-HOSPET ROAD, ALLIPUR",INTELLIGENCE AND MACHINE LEARNING CIVIL,GM,115481.0
"E075 Ballari Institute of Technology & Management, Bellary(AUTONOMOUS) ""JNANA GANGOTRI"" CAMPUS, #873/2 OF KOLAGAL VILLAGE,BELLARY-HOSPET ROAD, ALLIPUR",ENGINEERING COMPUTER,GM,42801.0
"E075 Ballari Institute of Technology & Management, Bellary(AUTONOMOUS) ""JNANA GANGOTRI"" CAMPUS, #873/2 OF KOLAGAL VILLAGE,BELLARY-HOSPET ROAD, ALLIPUR",SCIENCE AND ENGG (ARTIFICIAL INTELLIGENCE) COMPUTER,GM,27660.0
"E075 Ballari Institute of Technology & Management, Bellary(AUTONOMOUS) ""JNANA GANGOTRI"" CAMPUS, #873/2 OF KOLAGAL VILLAGE,BELLARY-HOSPET ROAD, ALLIPUR",SCIENCE AND ENGINEERING COMPUTER,GM,48013.0
"E075 Ballari Institute of Technology & Management, Bellary(AUTONOMOUS) ""JNANA GANGOTRI"" CAMPUS, #873/2 OF KOLAGAL VILLAGE,BELLARY-HOSPET ROAD, ALLIPUR",SCIENCE AND ENGINEERING(DAT A SCIENCE) ELECTRICAL &,GM,72704.0
"E075 Ballari Institute of Technology & Management, Bellary(AUTONOMOUS) ""JNANA GANGOTRI"" CAMPUS, #873/2 OF KOLAGAL VILLAGE,BELLARY-HOSPET ROAD, ALLIPUR",ELECTRONICS ENGINEERING ELECTRONICS AND,GM,58104.0
"E075 Ballari Institute of Technology & Management, Bellary(AUTONOMOUS) ""JNANA GANGOTRI"" CAMPUS, #873/2 OF KOLAGAL VILLAGE,BELLARY-HOSPET ROAD, ALLIPUR",COMMUNICATION ENGG MECHANICAL,GM,160035.0
"E076 Proudadevaraya Institute of Technology, Hospet SHAH BHAVARLAL BABULAL NAHAR CAMPUS,T.B.DAM ROAD, BESIDE TSP LIMITED,HOSPET - 583225,BELLARY DISTRICT",CIVIL,GM,94612.0
"E076 Proudadevaraya Institute of Technology, Hospet SHAH BHAVARLAL BABULAL NAHAR CAMPUS,T.B.DAM ROAD, BESIDE TSP LIMITED,HOSPET - 583225,BELLARY DISTRICT",ENGINEERING COMPUTER,GM,82811.5
"E076 Proudadevaraya Institute of Technology, Hospet SHAH BHAVARLAL BABULAL NAHAR CAMPUS,T.B.DAM ROAD, BESIDE TSP LIMITED,HOSPET - 583225,BELLARY DISTRICT",SCIENCE AND ENGG(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING) COMPUTER,GM,66934.5
"E076 Proudadevaraya Institute of Technology, Hospet SHAH BHAVARLAL BABULAL NAHAR CAMPUS,T.B.DAM ROAD, BESIDE TSP LIMITED,HOSPET - 583225,BELLARY DISTRICT",SCIENCE AND ENGINEERING ELECTRICAL &,GM,133400.0
"E076 Proudadevaraya Institute of Technology, Hospet SHAH BHAVARLAL BABULAL NAHAR CAMPUS,T.B.DAM ROAD, BESIDE TSP LIMITED,HOSPET - 583225,BELLARY DISTRICT",ELECTRONICS ENGINEERING ELECTRONICS AND,GM,110306.0
"E076 Proudadevaraya Institute of Technology, Hospet SHAH BHAVARLAL BABULAL NAHAR CAMPUS,T.B.DAM ROAD, BESIDE TSP LIMITED,HOSPET - 583225,BELLARY DISTRICT",COMMUNICATION ENGG MECHANICAL,GM,166734.0
"E077 Vidya Vikas Institute of Engineering & Technology, Mysore #127,ALANAHALLY,ALANAHALLY POST,MYSORE-BANNUR ROAD,MYSORE",CIVIL,GM,111808.0
"E077 Vidya Vikas Institute of Engineering & Technology, Mysore #127,ALANAHALLY,ALANAHALLY POST,MYSORE-BANNUR ROAD,MYSORE",ENGINEERING COMPUTER,GM,29517.0
"E077 Vidya Vikas Institute of Engineering & Technology, Mysore #127,ALANAHALLY,ALANAHALLY POST,MYSORE-BANNUR ROAD,MYSORE",SCIENCE AND ENGINEERING ELECTRICAL &,GM,66781.0
"E077 Vidya Vikas Institute of Engineering & Technology, Mysore #127,ALANAHALLY,ALANAHALLY POST,MYSORE-BANNUR ROAD,MYSORE",ELECTRONICS ENGINEERING ELECTRONICS AND,GM,42891.0
"E077 Vidya Vikas Institute of Engineering & Technology, Mysore #127,ALANAHALLY,ALANAHALLY POST,MYSORE-BANNUR ROAD,MYSORE",COMMUNICATION ENGG INFORMATION,GM,43505.0
"E078 The Oxford College of Engineering, Bangalore HOSUR ROAD,BOMMANAHALLI,BANGALORE",ARTIFICIAL,GM,26859.0
"E078 The Oxford College of Engineering, Bangalore HOSUR ROAD,BOMMANAHALLI,BANGALORE",INTELLIGENCE AND DATA SCIENCE ARTIFICIAL,GM,28684.0
"E078 The Oxford College of Engineering, Bangalore HOSUR ROAD,BOMMANAHALLI,BANGALORE",INTELLIGENCE AND MACHINE LEARNING BIO-TECHNOLOGY,GM,42265.0
"E078 The Oxford College of Engineering, Bangalore HOSUR ROAD,BOMMANAHALLI,BANGALORE",375 CIVIL,GM,113528.0
"E078 The Oxford College of Engineering, Bangalore HOSUR ROAD,BOMMANAHALLI,BANGALORE",ENGINEERING COMPUTER,GM,27286.0
"E078 The Oxford College of Engineering, Bangalore HOSUR ROAD,BOMMANAHALLI,BANGALORE",SCIENCE AND ENGINEERING ELECTRICAL &,GM,55105.0
"E078 The Oxford College of Engineering, Bangalore HOSUR ROAD,BOMMANAHALLI,BANGALORE",ELECTRONICS ENGINEERING ELECTRONICS AND,GM,35938.0
"E078 The Oxford College of Engineering, Bangalore HOSUR ROAD,BOMMANAHALLI,BANGALORE",COMMUNICATION ENGG INFORMATION,GM,33245.5
"E078 The Oxford College of Engineering, Bangalore HOSUR ROAD,BOMMANAHALLI,BANGALORE",SCIENCE AND ENGINEERING MECHANICAL,GM,95781.0
"E078 The Oxford College of Engineering, Bangalore HOSUR ROAD,BOMMANAHALLI,BANGALORE",ENGINEERING MECHATRONICS,GM,83574.0
"E079 Acharya Institute of Technology, Soldevanahalli,Chikkabanavara post, Bangalore SOLDEVANAHALLI, HESARAGHATTA MAIN ROAD, CHIKKABANAVARA POST,BANGALORE URBAN",AERONAUTICAL,GM,31441.0
"E079 Acharya Institute of Technology, Soldevanahalli,Chikkabanavara post, Bangalore SOLDEVANAHALLI, HESARAGHATTA MAIN ROAD, CHIKKABANAVARA POST,BANGALORE URBAN",ENGINEERING ARTIFICIAL,GM,20271.0
"E079 Acharya Institute of Technology, Soldevanahalli,Chikkabanavara post, Bangalore SOLDEVANAHALLI, HESARAGHATTA MAIN ROAD, CHIKKABANAVARA POST,BANGALORE URBAN",INTELLIGENCE AND MACHINE LEARNING BIO-TECHNOLOGY,GM,27436.0
"E079 Acharya Institute of Technology, Soldevanahalli,Chikkabanavara post, Bangalore SOLDEVANAHALLI, HESARAGHATTA MAIN ROAD, CHIKKABANAVARA POST,BANGALORE URBAN",CIVIL,GM,95856.0
"E079 Acharya Institute of Technology, Soldevanahalli,Chikkabanavara post, Bangalore SOLDEVANAHALLI, HESARAGHATTA MAIN ROAD, CHIKKABANAVARA POST,BANGALORE URBAN",ENGINEERING COMPUTER,GM,19409.0
"E079 Acharya Institute of Technology, Soldevanahalli,Chikkabanavara post, Bangalore SOLDEVANAHALLI, HESARAGHATTA MAIN ROAD, CHIKKABANAVARA POST,BANGALORE URBAN",SCIENCE AND ENGINEERING COMPUTER,GM,21278.0
"E079 Acharya Institute of Technology, Soldevanahalli,Chikkabanavara post, Bangalore SOLDEVANAHALLI, HESARAGHATTA MAIN ROAD, CHIKKABANAVARA POST,BANGALORE URBAN",SCIENCE AND ENGINEERING(DAT A SCIENCE) ELECTRICAL &,GM,42252.0
"E079 Acharya Institute of Technology, Soldevanahalli,Chikkabanavara post, Bangalore SOLDEVANAHALLI, HESARAGHATTA MAIN ROAD, CHIKKABANAVARA POST,BANGALORE URBAN",ELECTRONICS ENGINEERING ELECTRONICS AND,GM,26681.0
"E079 Acharya Institute of Technology, Soldevanahalli,Chikkabanavara post, Bangalore SOLDEVANAHALLI, HESARAGHATTA MAIN ROAD, CHIKKABANAVARA POST,BANGALORE URBAN",COMMUNICATION ENGG INFORMATION,GM,24077.0
"E079 Acharya Institute of Technology, Soldevanahalli,Chikkabanavara post, Bangalore SOLDEVANAHALLI, HESARAGHATTA MAIN ROAD, CHIKKABANAVARA POST,BANGALORE URBAN",SCIENCE AND ENGINEERING MECHANICAL,GM,78954.0
"E079 Acharya Institute of Technology, Soldevanahalli,Chikkabanavara post, Bangalore SOLDEVANAHALLI, HESARAGHATTA MAIN ROAD, CHIKKABANAVARA POST,BANGALORE URBAN",ENGINEERING MECHATRONICS,GM,67890.0
"E079 Acharya Institute of Technology, Soldevanahalli,Chikkabanavara post, Bangalore SOLDEVANAHALLI, HESARAGHATTA MAIN ROAD, CHIKKABANAVARA POST,BANGALORE URBAN",ROBOTICS AND,GM,26913.5
"E081 SRI SIDDHARTHA SCHOOL OF ENGINEERING, TUMKUR NH-4, KESARAMADU POST, KYATHASANDRA,TUMKUR",ARTIFICIAL,GM,54350.0
"E081 SRI SIDDHARTHA SCHOOL OF ENGINEERING, TUMKUR NH-4, KESARAMADU POST, KYATHASANDRA,TUMKUR",INTELLIGENCE AND MACHINE LEARNING CIVIL,GM,136110.5
"E081 SRI SIDDHARTHA SCHOOL OF ENGINEERING, TUMKUR NH-4, KESARAMADU POST, KYATHASANDRA,TUMKUR",ENGINEERING COMPUTER,GM,90626.0
"E081 SRI SIDDHARTHA SCHOOL OF ENGINEERING, TUMKUR NH-4, KESARAMADU POST, KYATHASANDRA,TUMKUR",SCIENCE CYBER SECURITY,GM,88294.0
"E081 SRI SIDDHARTHA SCHOOL OF ENGINEERING, TUMKUR NH-4, KESARAMADU POST, KYATHASANDRA,TUMKUR",DATA SCIENCES,GM,98139.0
"E081 SRI SIDDHARTHA SCHOOL OF ENGINEERING, TUMKUR NH-4, KESARAMADU POST, KYATHASANDRA,TUMKUR",ELECTRICAL &,GM,106569.0
"E081 SRI SIDDHARTHA SCHOOL OF ENGINEERING, TUMKUR NH-4, KESARAMADU POST, KYATHASANDRA,TUMKUR",ELECTRONICS ENGINEERING ELECTRONICS AND,GM,78174.0
"E081 SRI SIDDHARTHA SCHOOL OF ENGINEERING, TUMKUR NH-4, KESARAMADU POST, KYATHASANDRA,TUMKUR",COMMUNICATION ENGG INFORMATION,GM,82438.0
"E081 SRI SIDDHARTHA SCHOOL OF ENGINEERING, TUMKUR NH-4, KESARAMADU POST, KYATHASANDRA,TUMKUR",SCIENCE AND ENGINEERING MECHANICAL,GM,165239.0
"E082 J S S Academy of Technical Education, Bangalore JSSATE CAMPUS,UTTARAHALLI-KENGERI ROAD ,BANGALORE 560060",CIVIL,GM,90731.0
"E082 J S S Academy of Technical Education, Bangalore JSSATE CAMPUS,UTTARAHALLI-KENGERI ROAD ,BANGALORE 560060",ENGINEERING COMPUTER,GM,15171.0
"E082 J S S Academy of Technical Education, Bangalore JSSATE CAMPUS,UTTARAHALLI-KENGERI ROAD ,BANGALORE 560060",SCIENCE AND ENGG(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING) COMPUTER,GM,14048.0
"E082 J S S Academy of Technical Education, Bangalore JSSATE CAMPUS,UTTARAHALLI-KENGERI ROAD ,BANGALORE 560060",SCIENCE AND ENGINEERING ELECTRONICS AND,GM,19874.0
"E082 J S S Academy of Technical Education, Bangalore JSSATE CAMPUS,UTTARAHALLI-KENGERI ROAD ,BANGALORE 560060",COMMUNICATION 5 ENGG ELECTRONICS AND,GM,30173.0
"E082 J S S Academy of Technical Education, Bangalore JSSATE CAMPUS,UTTARAHALLI-KENGERI ROAD ,BANGALORE 560060",INSTRUMENTATION ENGINEERING INFORMATION,GM,17220.0
"E082 J S S Academy of Technical Education, Bangalore JSSATE CAMPUS,UTTARAHALLI-KENGERI ROAD ,BANGALORE 560060",SCIENCE AND ENGINEERING MECHANICAL,GM,54711.0
"E082 J S S Academy of Technical Education, Bangalore JSSATE CAMPUS,UTTARAHALLI-KENGERI ROAD ,BANGALORE 560060",ENGINEERING ROBOTICS AND,GM,20341.0
"E083 H.K.B.K.College of Engineering, Bangalore # 22/1, NAGAWARA, BANGALORE-560045",ARTIFICIAL,GM,42983.0
"E083 H.K.B.K.College of Engineering, Bangalore # 22/1, NAGAWARA, BANGALORE-560045",INTELLIGENCE AND MACHINE LEARNING COMPUTER,GM,50454.0
"E083 H.K.B.K.College of Engineering, Bangalore # 22/1, NAGAWARA, BANGALORE-560045",SCIENCE AND ENGINEERING ELECTRONICS AND,GM,67799.0
"E083 H.K.B.K.College of Engineering, Bangalore # 22/1, NAGAWARA, BANGALORE-560045",COMMUNICATION ENGG INFORMATION,GM,60808.0
"E083 H.K.B.K.College of Engineering, Bangalore # 22/1, NAGAWARA, BANGALORE-560045",SCIENCE AND ENGINEERING MECHANICAL,GM,103759.0
"E085 APS College of Engineering, Somanahalli, Bangalore 26 KM KANAKAPURA ROAD BANGALORE 82,BANGALORE URBAN",COMPUTER,GM,47543.0
"E085 APS College of Engineering, Somanahalli, Bangalore 26 KM KANAKAPURA ROAD BANGALORE 82,BANGALORE URBAN",SCIENCE AND ENGG(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING) COMPUTER,GM,53473.0
"E085 APS College of Engineering, Somanahalli, Bangalore 26 KM KANAKAPURA ROAD BANGALORE 82,BANGALORE URBAN",SCIENCE AND ENGINEERING COMPUTER,GM,63067.0
"E085 APS College of Engineering, Somanahalli, Bangalore 26 KM KANAKAPURA ROAD BANGALORE 82,BANGALORE URBAN",SCIENCE AND ENGINEERING (CYBER SECURITY) ELECTRONICS AND,GM,69877.0
"E085 APS College of Engineering, Somanahalli, Bangalore 26 KM KANAKAPURA ROAD BANGALORE 82,BANGALORE URBAN",COMMUNICATION ENGG INFORMATION,GM,66633.0
"E086 Sri Sairam College Of Engineering, Anekal, Bangalore SAI LEO NAGAR",ARTIFICIAL,GM,59813.0
"E086 Sri Sairam College Of Engineering, Anekal, Bangalore SAI LEO NAGAR",INTELLIGENCE AND MACHINE LEARNING COMPUTER,GM,72440.0
"E086 Sri Sairam College Of Engineering, Anekal, Bangalore SAI LEO NAGAR",SCIENCE AND ENGG(INTERNET OF THINGS & CYBER SECURITY INCLUDING BLOCK CHAIN TECH) COMPUTER,GM,56744.0
"E086 Sri Sairam College Of Engineering, Anekal, Bangalore SAI LEO NAGAR",SCIENCE AND ENGINEERING ELECTRICAL &,GM,87224.0
"E086 Sri Sairam College Of Engineering, Anekal, Bangalore SAI LEO NAGAR",ELECTRONICS ENGINEERING ELECTRONICS AND,GM,81801.0
"E086 Sri Sairam College Of Engineering, Anekal, Bangalore SAI LEO NAGAR",COMMUNICATION ENGG INFORMATION,GM,74114.0
"E086 Sri Sairam College Of Engineering, Anekal, Bangalore SAI LEO NAGAR",SCIENCE AND ENGINEERING MECHANICAL,GM,130528.0
"E087 Vivekananada Institute of Technology, Kengeri, Bangalore GUDIMAVU VILLAGE ,KENGERI(HOBLI)NEAR KUMBALAGODU,BANGALORE",ARTIFICIAL,GM,48469.0
"E087 Vivekananada Institute of Technology, Kengeri, Bangalore GUDIMAVU VILLAGE ,KENGERI(HOBLI)NEAR KUMBALAGODU,BANGALORE",INTELLIGENCE AND MACHINE LEARNING CIVIL,GM,113308.0
"E087 Vivekananada Institute of Technology, Kengeri, Bangalore GUDIMAVU VILLAGE ,KENGERI(HOBLI)NEAR KUMBALAGODU,BANGALORE",ENGINEERING COMPUTER,GM,55601.5
"E087 Vivekananada Institute of Technology, Kengeri, Bangalore GUDIMAVU VILLAGE ,KENGERI(HOBLI)NEAR KUMBALAGODU,BANGALORE",SCIENCE AND ENGINEERING ELECTRONICS AND,GM,73255.0
"E087 Vivekananada Institute of Technology, Kengeri, Bangalore GUDIMAVU VILLAGE ,KENGERI(HOBLI)NEAR KUMBALAGODU,BANGALORE",COMMUNICATION ENGG INFORMATION,GM,68847.0
"E087 Vivekananada Institute of Technology, Kengeri, Bangalore GUDIMAVU VILLAGE ,KENGERI(HOBLI)NEAR KUMBALAGODU,BANGALORE",SCIENCE AND ENGINEERING MECHANICAL,GM,103343.0
"E090 Sri Revana Siddeswara Institute of Technology, Bangalore CHOKKANAHALLI, CHIKKAJALA,BANGALORE NORTH - 562157",CIVIL,GM,144323.0
"E090 Sri Revana Siddeswara Institute of Technology, Bangalore CHOKKANAHALLI, CHIKKAJALA,BANGALORE NORTH - 562157",ENGINEERING COMPUTER,GM,58692.0
"E090 Sri Revana Siddeswara Institute of Technology, Bangalore CHOKKANAHALLI, CHIKKAJALA,BANGALORE NORTH - 562157",SCIENCE AND ENGINEERING ELECTRONICS AND,GM,74962.0
"E090 Sri Revana Siddeswara Institute of Technology, Bangalore CHOKKANAHALLI, CHIKKAJALA,BANGALORE NORTH - 562157",COMMUNICATION ENGG MECHANICAL,GM,128953.0
"E091 K S Institute of Technology, Raghuvanahalli, Bangalore(AUTONOMOUS) #14,RAGUVANAHALLI, KANAKAPURA MAIN ROAD,BANGALORE - 560 062.",ARTIFICIAL,GM,30292.0
"E091 K S Institute of Technology, Raghuvanahalli, Bangalore(AUTONOMOUS) #14,RAGUVANAHALLI, KANAKAPURA MAIN ROAD,BANGALORE - 560 062.",INTELLIGENCE AND MACHINE LEARNING COMPUTER AND,GM,42397.0
"E091 K S Institute of Technology, Raghuvanahalli, Bangalore(AUTONOMOUS) #14,RAGUVANAHALLI, KANAKAPURA MAIN ROAD,BANGALORE - 560 062.",COMMUNICATION ENGINEERING COMPUTER,GM,38479.0
"E091 K S Institute of Technology, Raghuvanahalli, Bangalore(AUTONOMOUS) #14,RAGUVANAHALLI, KANAKAPURA MAIN ROAD,BANGALORE - 560 062.",SCIENCE AND DESIGN COMPUTER,GM,33059.0
"E091 K S Institute of Technology, Raghuvanahalli, Bangalore(AUTONOMOUS) #14,RAGUVANAHALLI, KANAKAPURA MAIN ROAD,BANGALORE - 560 062.",SCIENCE AND ENGG(INTERNET OF THINGS & CYBER SECURITY INCLUDING BLOCK CHAIN TECH) COMPUTER,GM,28022.0
"E091 K S Institute of Technology, Raghuvanahalli, Bangalore(AUTONOMOUS) #14,RAGUVANAHALLI, KANAKAPURA MAIN ROAD,BANGALORE - 560 062.",SCIENCE AND ENGINEERING ELECTRONICS AND,GM,36628.0
"E091 K S Institute of Technology, Raghuvanahalli, Bangalore(AUTONOMOUS) #14,RAGUVANAHALLI, KANAKAPURA MAIN ROAD,BANGALORE - 560 062.",COMMUNICATION ENGG MECHANICAL,GM,97669.0
"E092 Vemana Institute of Technology, Bangalore #1, MAHAYOGI VEMANA ROAD, 3RD BLOCK, KORMANGALA, BANGALORE -560034.",ARTIFICIAL,GM,43234.0
"E092 Vemana Institute of Technology, Bangalore #1, MAHAYOGI VEMANA ROAD, 3RD BLOCK, KORMANGALA, BANGALORE -560034.",INTELLIGENCE AND MACHINE LEARNING CIVIL,GM,135884.0
"E092 Vemana Institute of Technology, Bangalore #1, MAHAYOGI VEMANA ROAD, 3RD BLOCK, KORMANGALA, BANGALORE -560034.",ENGINEERING COMPUTER,GM,45244.0
"E092 Vemana Institute of Technology, Bangalore #1, MAHAYOGI VEMANA ROAD, 3RD BLOCK, KORMANGALA, BANGALORE -560034.",SCIENCE AND ENGINEERING COMPUTER,GM,55465.0
"E092 Vemana Institute of Technology, Bangalore #1, MAHAYOGI VEMANA ROAD, 3RD BLOCK, KORMANGALA, BANGALORE -560034.",SCIENCE AND ENGINEERING (CYBER SECURITY) COMPUTER,GM,50566.0
"E092 Vemana Institute of Technology, Bangalore #1, MAHAYOGI VEMANA ROAD, 3RD BLOCK, KORMANGALA, BANGALORE -560034.",SCIENCE AND 5 ENGINEERING(DAT A SCIENCE) ELECTRONICS AND,GM,67938.0
"E092 Vemana Institute of Technology, Bangalore #1, MAHAYOGI VEMANA ROAD, 3RD BLOCK, KORMANGALA, BANGALORE -560034.",COMMUNICATION ENGG INFORMATION,GM,57317.0
"E092 Vemana Institute of Technology, Bangalore #1, MAHAYOGI VEMANA ROAD, 3RD BLOCK, KORMANGALA, BANGALORE -560034.",SCIENCE AND ENGINEERING MECHANICAL,GM,115944.0
